OBJECTID,CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,CVE_MZA,AMBITO,TIPOMZA,NOM_LOC,pop_t,pop_m,pop_h,pob_nat,pob_for,pob_dis,pop_ssal,viv_t,viv_hab,H3,H4,TT,H5,H1,H2,inun_pluv,licuefacc,nivel-mar,tsunami,fallas_fra,inun_fluvi
"3028","1802000370022010","18","020","0037","0022","010",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3029","1802000350018023","18","020","0035","0018","023",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3030","1802000350018022","18","020","0035","0018","022",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3031","1802000350018020","18","020","0035","0018","020",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3032","1802000460022072","18","020","0046","0022","072",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"3033","1802000350018019","18","020","0035","0018","019",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3034","1802000350018018","18","020","0035","0018","018",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,27.771414901160274,0.000000000000000
"3057","1802000260037061","18","020","0026","0037","061",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3058","1802000260037060","18","020","0026","0037","060",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,14.363619317811636
"3059","1802000260037059","18","020","0026","0037","059",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3060","1802000260037058","18","020","0026","0037","058",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3061","1802000260037050","18","020","0026","0037","050",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3062","1802000260037029","18","020","0026","0037","029",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3063","1802000260037028","18","020","0026","0037","028",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3064","1802000260037024","18","020","0026","0037","024",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3065","1802000260037023","18","020","0026","0037","023",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,20.091270797527194
"3066","1802000260037022","18","020","0026","0037","022",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.168267600021496
"3067","1802000260037021","18","020","0026","0037","021",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3068","1802000250037009","18","020","0025","0037","009",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3069","1802000240126047","18","020","0024","0126","047",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"3070","1802000240126045","18","020","0024","0126","045",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"3071","1802000240126044","18","020","0024","0126","044",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"3072","1802000240126043","18","020","0024","0126","043",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000014,0.000000000000000,100.000000000000014,0.000000000000000,0.000000000000000
"3073","1802000240126042","18","020","0024","0126","042",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,1.961438118975082,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000014,0.000000000000000,100.000000000000014,0.000000000000000,0.000000000000000
"3074","1802000240126041","18","020","0024","0126","041",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,54.479960197359901,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"3075","1802000240126024","18","020","0024","0126","024",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,76.230652481376083,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,99.934773728358067,0.000000000000000,0.000000000000000
"3076","1802000240126023","18","020","0024","0126","023",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,45.454720538117819,0.000000000000000,20.455900441481631,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,63.588595170720254,0.000000000000000,0.000000000000000
"3077","1802000240126022","18","020","0024","0126","022",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"3078","1802000240126048","18","020","0024","0126","048",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"3079","1802000240126026","18","020","0024","0126","026",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,74.180191447489435,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"3080","1802000240126014","18","020","0024","0126","014",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"3081","1802000240126013","18","020","0024","0126","013",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,99.999999999999986,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,99.999999999999986,0.000000000000000,99.999999999999986,0.000000000000000,0.000000000000000
"3082","1802000240126002","18","020","0024","0126","002",Rural,Típica,,,,,,,,"0","0","0",60.190541333947628,38.536447279300909,0.000000000000000,0.000000000000000,0.000000000000000,1.272925538729120,0.000000000000000,99.999999999999986,0.000000000000000,69.840643863456194,0.000000000000000,0.000000000000000
"3083","1802000240126001","18","020","0024","0126","001",Rural,Típica,,,,,,,,"0","0","0",19.483461006935052,6.234487991771420,1.782421843270925,4.681299921455912,39.871122681279189,19.918766116189932,0.000000000000000,100.000000000000000,0.000000000000000,42.962514692876390,0.000000000000000,0.000000000000000
"3084","1802000260037031","18","020","0026","0037","031",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3085","1802000250037010","18","020","0025","0037","010",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3086","1802000250037008","18","020","0025","0037","008",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3116","1802000240126046","18","020","0024","0126","046",Rural,Parque o Jardín,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"3117","1802000240126027","18","020","0024","0126","027",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"3118","1802000240126017","18","020","0024","0126","017",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"3125","1802000810022028","18","020","0081","0022","028",Rural,Típica,,,,,,,,"0","0","0",30.518161612077783,40.170252487158685,0.000000000000000,10.197101562755194,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,98.269447344862144,0.000000000000000,0.000000000000000
"3126","1802000590126015","18","020","0059","0126","015",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,59.923567216448795,100.000000000000000,0.000000000000000,0.000000000000000
"3127","1802000540126011","18","020","0054","0126","011",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,84.190672164941446,0.000000000000000,0.000000000000000
"3128","1802000540126007","18","020","0054","0126","007",Rural,Típica,,,,,,,,"0","0","0",38.237236324165664,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,61.763808922094213,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3129","1802000540126001","18","020","0054","0126","001",Rural,Típica,,,,,,,,"0","0","0",26.508652776747976,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,73.491345905132150,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3208","1802000040018035","18","020","0004","0018","035",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000014
"3209","1802000040018034","18","020","0004","0018","034",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000
"3210","1802000040018032","18","020","0004","0018","032",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000
"3211","1802000040018012","18","020","0004","0018","012",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000014
"3212","1802000040018011","18","020","0004","0018","011",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000
"3213","1802000040018010","18","020","0004","0018","010",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,99.999999999999986
"3214","1802000040018009","18","020","0004","0018","009",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000
"3352","1802000350018025","18","020","0035","0018","025",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3356","1802000240126062","18","020","0024","0126","062",Rural,Parque o Jardín,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"3362","1802000900037004","18","020","0090","0037","004",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,8.189664870413575,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3366","1802000040018024","18","020","0004","0018","024",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000
"3372","1802004340126002","18","020","0434","0126","002",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000014,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3373","1802004340126001","18","020","0434","0126","001",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3422","1802000820022010","18","020","0082","0022","010",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3452","1802000590126104","18","020","0059","0126","104",Rural,Típica,,,,,,,,"0","0","0",4.650209029394183,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,95.349757612657996,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"3453","1802000590126105","18","020","0059","0126","105",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,30.820211645231527,69.179799995208342,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"3454","1802000590126106","18","020","0059","0126","106",Rural,Típica,,,,,,,,"0","0","0",29.056047641208821,70.943951030915770,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"3455","1802000590126107","18","020","0059","0126","107",Rural,Típica,,,,,,,,"0","0","0",24.792640901672890,75.207359085262595,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"3456","1802000590126108","18","020","0059","0126","108",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"3457","1802000810022053","18","020","0081","0022","053",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3458","1802000810022054","18","020","0081","0022","054",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3466","1802000590126102","18","020","0059","0126","102",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,99.999999999999986,0.000000000000000,99.999999999999986,0.000000000000000,99.999999999999986,0.000000000000000,0.000000000000000
"3467","1802000590126103","18","020","0059","0126","103",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.010543781368721,99.989066860117092,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"3504","1802000260037040","18","020","0026","0037","040",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3510","1802000460022078","18","020","0046","0022","078",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"3511","1802000460022080","18","020","0046","0022","080",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,99.864854697735566,0.000000000000000,0.000000000000000
"3512","1802000240126050","18","020","0024","0126","050",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,6.486324116161216,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"3515","1802000810022021","18","020","0081","0022","021",Rural,Típica,,,,,,,,"0","0","0",15.427518256389957,35.066792457422999,0.000000000000000,18.803017936835367,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,85.623312339735364,0.000000000000000,0.000000000000000
"3520","1802000590126056","18","020","0059","0126","056",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,99.988099680319422,0.000000000000000,0.011903615990117,0.000000000000000,0.000000000000000,99.994462734231192,5.356854729699014,100.000000000000000,0.000000000000000,100.000000000000014
"3527","1802000410022031","18","020","0041","0022","031",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3528","1802001180022004","18","020","0118","0022","004",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.653156187374599,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,53.526740985784187,0.000000000000000,0.000000000000000
"3530","1802000980126050","18","020","0098","0126","050",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3537","1802000540126025","18","020","0054","0126","025",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,56.944641572880357,0.000000000000000,0.000000000000000
"3538","1802000540126038","18","020","0054","0126","038",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"3539","1802000540126039","18","020","0054","0126","039",Rural,Típica,,,,,,,,"0","0","0",12.963719936893890,26.123980440713826,0.000000000000000,60.912292428322218,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,87.983554956204586,0.000000000000000,0.000000000000000
"3556","1802000980126013","18","020","0098","0126","013",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,8.390362773919232,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3571","1802000980126044","18","020","0098","0126","044",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000
"3572","1802000980126052","18","020","0098","0126","052",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000014,0.000000000000000,0.000000000000000,0.000000000000000,12.179207526720209
"3589","1802004610126004","18","020","0461","0126","004",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3597","1802004630126005","18","020","0463","0126","005",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,71.757088442577000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3598","1802004630126006","18","020","0463","0126","006",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.153967625760932,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3599","1802004630126007","18","020","0463","0126","007",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3600","1802004630126008","18","020","0463","0126","008",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3601","1802004630126009","18","020","0463","0126","009",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,83.748877766159012,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3602","1802004630126010","18","020","0463","0126","010",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3603","1802004630126011","18","020","0463","0126","011",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3604","1802004630126012","18","020","0463","0126","012",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3605","1802004630126013","18","020","0463","0126","013",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,18.253294099381929,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3609","1802002130022009","18","020","0213","0022","009",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3610","1802000410022041","18","020","0041","0022","041",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3613","1802000410022042","18","020","0041","0022","042",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3614","1802001180022001","18","020","0118","0022","001",Rural,Típica,,,,,,,,"0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
